,Image,Category,Activity,Train
5502,023285856.jpg,occupation,"orange grove work, picking fruit",1.0
5503,049200173.jpg,,,0.0
5504,031023528.jpg,occupation,"orange grove work, picking fruit",1.0
5505,018176360.jpg,occupation,"orange grove work, picking fruit",1.0
5506,050413284.jpg,occupation,"orange grove work, picking fruit",1.0
5507,032280979.jpg,,,0.0
5508,025810764.jpg,,,0.0
5509,046398542.jpg,occupation,"orange grove work, picking fruit",1.0
5510,013328426.jpg,occupation,"orange grove work, picking fruit",1.0
5511,092774573.jpg,occupation,"orange grove work, picking fruit",1.0
5512,086770210.jpg,occupation,"orange grove work, picking fruit",1.0
5513,070762059.jpg,home repair,sanding floors with a power sander,1.0
5514,010621383.jpg,home repair,sanding floors with a power sander,1.0
5515,077587725.jpg,home repair,sanding floors with a power sander,1.0
5516,080795733.jpg,home repair,sanding floors with a power sander,1.0
5517,076776462.jpg,home repair,sanding floors with a power sander,1.0
5518,011396589.jpg,,,0.0
5519,064390796.jpg,,,0.0
5520,083432480.jpg,,,0.0
5521,057735340.jpg,,,0.0
5522,064640738.jpg,,,0.0
5523,045836348.jpg,,,0.0
5524,052870732.jpg,,,0.0
5525,003437686.jpg,,,0.0
5526,063896302.jpg,,,0.0
5527,008144721.jpg,,,0.0
5528,043501459.jpg,home repair,sanding floors with a power sander,1.0
5529,029265510.jpg,home repair,sanding floors with a power sander,1.0
5530,054542795.jpg,home repair,sanding floors with a power sander,1.0
5531,013341634.jpg,home repair,sanding floors with a power sander,1.0
5532,069164340.jpg,home repair,sanding floors with a power sander,1.0
5533,079501154.jpg,home repair,sanding floors with a power sander,1.0
5534,016335445.jpg,home repair,sanding floors with a power sander,1.0
5535,010431309.jpg,home repair,sanding floors with a power sander,1.0
5536,014551548.jpg,home repair,sanding floors with a power sander,1.0
5537,087712756.jpg,home activities,"mopping, standing, light effort",1.0
5538,052818926.jpg,home repair,sanding floors with a power sander,1.0
5539,046726100.jpg,home repair,sanding floors with a power sander,1.0
5540,010671182.jpg,,,0.0
5541,064955601.jpg,,,0.0
5542,086799959.jpg,,,0.0
5543,082818587.jpg,,,0.0
5544,062605471.jpg,,,0.0
5545,007527872.jpg,,,0.0
5546,011239703.jpg,,,0.0
5547,004930899.jpg,,,0.0
5548,025747922.jpg,,,0.0
5549,013566147.jpg,home repair,sanding floors with a power sander,1.0
5550,026004804.jpg,home repair,sanding floors with a power sander,1.0
5551,038505806.jpg,,,0.0
5552,094298278.jpg,,,0.0
5553,061037606.jpg,,,0.0
5554,083497379.jpg,,,0.0
5555,071035150.jpg,,,0.0
5556,011250313.jpg,,,0.0
5557,073592041.jpg,,,0.0
5558,027509888.jpg,,,0.0
5559,063910785.jpg,home activities,"mopping, standing, light effort",1.0
5560,034096197.jpg,home repair,sanding floors with a power sander,1.0
5561,099767226.jpg,home repair,sanding floors with a power sander,1.0
5562,026355148.jpg,home repair,sanding floors with a power sander,1.0
5563,027913047.jpg,home repair,sanding floors with a power sander,1.0
5564,093067226.jpg,home repair,sanding floors with a power sander,1.0
5565,002464440.jpg,home repair,sanding floors with a power sander,1.0
5566,069668899.jpg,home repair,sanding floors with a power sander,1.0
5567,072532639.jpg,,,0.0
5568,083637858.jpg,,,0.0
5569,097443931.jpg,,,0.0
5570,097560192.jpg,,,0.0
5571,006527676.jpg,,,0.0
5572,082183932.jpg,,,0.0
5573,064630993.jpg,,,0.0
5574,064734213.jpg,sports,skateboarding,1.0
5575,012834993.jpg,sports,skateboarding,1.0
5576,065018717.jpg,sports,skateboarding,1.0
5577,098248258.jpg,occupation,manual or unskilled labor,1.0
5578,091181857.jpg,sports,skateboarding,1.0
5579,043913066.jpg,sports,skateboarding,1.0
5580,003994797.jpg,,,1.0
5581,036229349.jpg,occupation,manual or unskilled labor,1.0
5582,082639031.jpg,occupation,manual or unskilled labor,1.0
5583,070149910.jpg,occupation,manual or unskilled labor,1.0
5584,045934366.jpg,occupation,manual or unskilled labor,1.0
5585,005510154.jpg,occupation,manual or unskilled labor,1.0
5586,042689473.jpg,occupation,manual or unskilled labor,1.0
5587,046902494.jpg,occupation,manual or unskilled labor,1.0
5588,092855553.jpg,occupation,manual or unskilled labor,1.0
5589,064108610.jpg,,,0.0
5590,031165292.jpg,,,0.0
5591,052531826.jpg,,,0.0
5592,006605531.jpg,occupation,manual or unskilled labor,1.0
5593,097256824.jpg,occupation,manual or unskilled labor,1.0
5594,036005990.jpg,occupation,manual or unskilled labor,1.0
5595,047786735.jpg,occupation,"carpentry, general",1.0
5596,035528397.jpg,occupation,"carpentry, general",1.0
5597,068251173.jpg,occupation,"carpentry, general",1.0
5598,066223216.jpg,occupation,"carpentry, general",1.0
5599,071532231.jpg,occupation,"carpentry, general",1.0
5600,026814323.jpg,occupation,"carpentry, general",1.0
5601,031566848.jpg,occupation,"carpentry, general",1.0
5602,012525123.jpg,occupation,"carpentry, general",1.0
5603,065550997.jpg,occupation,"carpentry, general",1.0
5604,003979713.jpg,miscellaneous,"copying documents, standing",1.0
5605,059768234.jpg,miscellaneous,"copying documents, standing",1.0
5606,086969588.jpg,miscellaneous,"copying documents, standing",1.0
5607,089083215.jpg,miscellaneous,"copying documents, standing",1.0
5608,044903776.jpg,miscellaneous,"copying documents, standing",1.0
5609,045930369.jpg,miscellaneous,"copying documents, standing",1.0
5610,007696918.jpg,miscellaneous,"copying documents, standing",1.0
5611,067076503.jpg,miscellaneous,"copying documents, standing",1.0
5612,082125942.jpg,miscellaneous,"copying documents, standing",1.0
5613,024465505.jpg,miscellaneous,"copying documents, standing",1.0
5614,042130088.jpg,,,0.0
5615,083883934.jpg,,,0.0
5616,087712047.jpg,,,0.0
5617,024317998.jpg,,,0.0
5618,055057063.jpg,,,0.0
5619,019249315.jpg,,,0.0
5620,010187876.jpg,miscellaneous,"copying documents, standing",1.0
5621,091112050.jpg,miscellaneous,"copying documents, standing",1.0
5622,082050750.jpg,miscellaneous,"copying documents, standing",1.0
5623,076003490.jpg,miscellaneous,"copying documents, standing",1.0
5624,004876632.jpg,miscellaneous,"copying documents, standing",1.0
5625,084372879.jpg,miscellaneous,"copying documents, standing",1.0
5626,043804408.jpg,miscellaneous,"copying documents, standing",1.0
5627,034239512.jpg,miscellaneous,"copying documents, standing",1.0
5628,054647636.jpg,miscellaneous,"copying documents, standing",1.0
5629,009135324.jpg,,,0.0
5630,075664655.jpg,,,0.0
5631,058243508.jpg,,,0.0
5632,018659010.jpg,,,0.0
5633,018823220.jpg,,,0.0
5634,018424865.jpg,miscellaneous,"copying documents, standing",1.0
5635,005700239.jpg,miscellaneous,"copying documents, standing",1.0
5636,058779845.jpg,miscellaneous,"copying documents, standing",1.0
5637,084034818.jpg,miscellaneous,"copying documents, standing",1.0
5638,001749821.jpg,miscellaneous,"copying documents, standing",1.0
5639,004900464.jpg,miscellaneous,"copying documents, standing",1.0
5640,057277028.jpg,running,jogging,1.0
5641,081949569.jpg,dancing,ballroom,1.0
5642,032673889.jpg,dancing,ballroom,1.0
5643,034961440.jpg,dancing,ballroom,1.0
5644,059634650.jpg,dancing,ballroom,1.0
5645,027421289.jpg,dancing,ballroom,1.0
5646,002660837.jpg,dancing,ballroom,1.0
5647,073522852.jpg,dancing,ballroom,1.0
5648,062564991.jpg,dancing,ballroom,1.0
5649,058075600.jpg,dancing,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",1.0
5650,074168413.jpg,dancing,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",1.0
5651,067523084.jpg,dancing,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",1.0
5652,020588199.jpg,dancing,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",1.0
5653,035248105.jpg,dancing,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",1.0
5654,012611014.jpg,dancing,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",1.0
5655,012985701.jpg,dancing,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",1.0
5656,067619575.jpg,dancing,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",1.0
5657,085860011.jpg,dancing,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",1.0
5658,096273258.jpg,dancing,ballroom,1.0
5659,062834712.jpg,dancing,ballroom,1.0
5660,018410132.jpg,dancing,ballroom,1.0
5661,010565035.jpg,dancing,ballroom,1.0
5662,081285097.jpg,dancing,ballroom,1.0
5663,057875648.jpg,dancing,ballroom,1.0
5664,061828502.jpg,dancing,ballroom,1.0
5665,078146209.jpg,dancing,ballroom,1.0
5666,070327723.jpg,dancing,ballroom,1.0
5667,083445825.jpg,dancing,ballroom,1.0
5668,005621391.jpg,dancing,ballroom,1.0
5669,074752064.jpg,dancing,ballroom,1.0
5670,085085276.jpg,dancing,ballroom,1.0
5671,028613504.jpg,dancing,ballroom,1.0
5672,064044727.jpg,dancing,ballroom,1.0
5673,031416206.jpg,dancing,ballroom,1.0
5674,095797107.jpg,dancing,ballroom,1.0
5675,003342357.jpg,dancing,ballroom,1.0
5676,057979284.jpg,dancing,ballroom,1.0
5677,016650355.jpg,dancing,ballroom,1.0
5678,071222021.jpg,dancing,ballroom,1.0
5679,017589028.jpg,dancing,ballroom,1.0
5680,023538326.jpg,dancing,ballroom,1.0
5681,049437081.jpg,dancing,ballroom,1.0
5682,091483495.jpg,dancing,ballroom,1.0
5683,021171437.jpg,dancing,ballroom,1.0
5684,014424002.jpg,dancing,ballroom,1.0
5685,075897683.jpg,dancing,ballroom,1.0
5686,050061953.jpg,dancing,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",1.0
5687,091178511.jpg,dancing,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",1.0
5688,014661456.jpg,dancing,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",1.0
5689,064592789.jpg,dancing,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",1.0
5690,023287915.jpg,dancing,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",1.0
5691,015676043.jpg,dancing,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",1.0
5692,068342942.jpg,dancing,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",1.0
5693,059368462.jpg,dancing,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",1.0
5694,075482746.jpg,dancing,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",1.0
5695,030946258.jpg,dancing,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",1.0
5696,044797166.jpg,dancing,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",1.0
5697,040547168.jpg,dancing,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",1.0
5698,098408946.jpg,dancing,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",1.0
5699,029224896.jpg,dancing,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",1.0
5700,029481724.jpg,dancing,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",1.0
5701,035454821.jpg,dancing,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",1.0
5702,056459408.jpg,dancing,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",1.0
5703,025232274.jpg,dancing,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",1.0
5704,091528994.jpg,dancing,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",1.0
5705,026568556.jpg,dancing,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",1.0
5706,089581573.jpg,dancing,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",1.0
5707,010347506.jpg,dancing,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",1.0
5708,065656270.jpg,dancing,ballroom,1.0
5709,090698552.jpg,dancing,ballroom,1.0
5710,016874944.jpg,dancing,ballroom,1.0
5711,096832696.jpg,dancing,ballroom,1.0
5712,045288336.jpg,dancing,ballroom,1.0
5713,094571511.jpg,dancing,ballroom,1.0
5714,067682004.jpg,dancing,ballroom,1.0
5715,030158687.jpg,,,0.0
5716,018830252.jpg,,,0.0
5717,030373505.jpg,,,0.0
5718,009301741.jpg,,,0.0
5719,014386797.jpg,,,0.0
5720,010466044.jpg,,,0.0
5721,042294354.jpg,,,0.0
5722,079557838.jpg,,,0.0
5723,014138355.jpg,,,0.0
5724,013032043.jpg,,,0.0
5725,064342895.jpg,,,0.0
5726,019718298.jpg,dancing,"ballet, modern, or jazz",1.0
5727,009761004.jpg,dancing,"ballet, modern, or jazz",1.0
5728,016684858.jpg,dancing,"ballet, modern, or jazz",1.0
5729,092373140.jpg,dancing,"ballet, modern, or jazz",1.0
5730,082147125.jpg,dancing,"ballet, modern, or jazz",1.0
5731,035406456.jpg,dancing,"ballet, modern, or jazz",1.0
5732,065582077.jpg,dancing,"ballet, modern, or jazz",1.0
5733,053727567.jpg,dancing,"ballet, modern, or jazz",1.0
5734,067712426.jpg,dancing,"ballet, modern, or jazz",1.0
5735,068267115.jpg,dancing,"ballet, modern, or jazz",1.0
5736,062873402.jpg,dancing,"ballet, modern, or jazz",1.0
5737,026610137.jpg,dancing,"ballet, modern, or jazz",1.0
5738,003900642.jpg,dancing,"ballet, modern, or jazz",1.0
5739,045556678.jpg,dancing,"ballet, modern, or jazz",1.0
5740,089097388.jpg,dancing,"ballet, modern, or jazz",1.0
5741,056949726.jpg,dancing,"ballet, modern, or jazz",1.0
5742,083239104.jpg,dancing,"ballet, modern, or jazz",1.0
5743,099162434.jpg,dancing,"ballet, modern, or jazz",1.0
5744,016361620.jpg,dancing,"ballet, modern, or jazz",1.0
5745,069177764.jpg,dancing,"general dancing (e.g., disco, folk, Irish step dancing, line dancing, polka, contra, country)",1.0
5746,067429357.jpg,dancing,"general dancing (e.g., disco, folk, Irish step dancing, line dancing, polka, contra, country)",1.0
5747,097995545.jpg,dancing,"general dancing (e.g., disco, folk, Irish step dancing, line dancing, polka, contra, country)",1.0
5748,098560073.jpg,dancing,"general dancing (e.g., disco, folk, Irish step dancing, line dancing, polka, contra, country)",1.0
5749,068667861.jpg,dancing,"general dancing (e.g., disco, folk, Irish step dancing, line dancing, polka, contra, country)",1.0
5750,024361479.jpg,dancing,"general dancing (e.g., disco, folk, Irish step dancing, line dancing, polka, contra, country)",1.0
5751,079855584.jpg,dancing,"general dancing (e.g., disco, folk, Irish step dancing, line dancing, polka, contra, country)",1.0
5752,010702913.jpg,dancing,"general dancing (e.g., disco, folk, Irish step dancing, line dancing, polka, contra, country)",1.0
5753,078069930.jpg,dancing,"general dancing (e.g., disco, folk, Irish step dancing, line dancing, polka, contra, country)",1.0
5754,091019612.jpg,dancing,"general dancing (e.g., disco, folk, Irish step dancing, line dancing, polka, contra, country)",1.0
5755,038283339.jpg,dancing,ballroom,1.0
5756,063063529.jpg,dancing,ballroom,1.0
5757,043014273.jpg,dancing,ballroom,1.0
5758,043776505.jpg,dancing,ballroom,1.0
5759,031037089.jpg,dancing,ballroom,1.0
5760,076212962.jpg,dancing,ballroom,1.0
5761,093617656.jpg,dancing,ballroom,1.0
5762,094075086.jpg,conditioning exercise,calisthenics,1.0
5763,017478128.jpg,conditioning exercise,calisthenics,1.0
5764,087474365.jpg,conditioning exercise,calisthenics,1.0
5765,073743144.jpg,running,jogging,1.0
5766,025283740.jpg,conditioning exercise,calisthenics,1.0
5767,006728461.jpg,conditioning exercise,calisthenics,1.0
5768,026799727.jpg,conditioning exercise,calisthenics,1.0
